,XLI US Equity,XLK US Equity,XLV US Equity,FXU US Equity,XTN US Equity,FXN US Equity,PSCC US Equity,ENFR US Equity,BIZD US Equity,DBB US Equity,SHY US Equity
5/6/2020 21:30,74.62,100.49,102.87,28.48,58.195,7.88,76.14,16,12.8675,13.3,86.49
5/6/2020 22:00,75.03,100.47,103.115,28.5001,58.9,7.955,76.14,16.03,12.94,13.32,86.4908
5/6/2020 22:30,75.58,100.79,103.345,28.64,59.07,7.925,76.14,16.03,13.08,13.34,86.49
5/6/2020 23:00,76.06,101.13,103.805,28.88,59.3042,8.05,76.14,16.06,13.12,13.3534,86.475
5/6/2020 23:30,75.78,101.2,103.65,28.9,58.91,8.139,76.14,16.1214,13.145,13.35,86.4899
6/6/2020 0:00,75.405,101.37,103.38,28.76,58.6401,8.04,76.0812,16.16,13.0535,13.3338,86.49
6/6/2020 0:30,75.57,101.46,103.466,28.76,58.955,8.1,76.0812,16.16,13.07,13.2973,86.48
6/6/2020 1:00,75.5,101.61,103.76,28.81,58.7,8.155,76.0812,16.0796,13.05,13.22,86.4809
6/6/2020 1:30,75.2,101.37,103.61,28.705,58.4,8.139,76.0812,16.065,12.9762,13.3,86.47
6/6/2020 2:00,75.07,101.53,103.73,28.68,58.26,8.139,76.0812,16.08,12.88,13.22,86.475
6/6/2020 2:30,75.02,101.42,103.43,28.63,58.1,8.12,76.4975,16.075,12.8575,13.22,86.48
6/6/2020 3:00,74.9,101.64,103.59,28.59,57.83,8.06,76.4975,16.03,12.82,13.215,86.4869
6/6/2020 3:30,74.79,101.41,103.21,28.41,57.82,8.11,76.31,16.05,12.35,13.26,86.5
6/6/2020 4:00,74.79,101.41,103.21,28.41,57.82,8.11,76.1473,16.05,12.75,13.26,86.5
8/6/2020 21:30,76.33,100.86,103.18,28.81,59.3275,8.69,76.1473,16.5484,13.3285,13.39,86.4975
8/6/2020 22:00,76.01,100.52,103.27,28.87,58.78,8.45,77.1661,16.49,13.27,13.381,86.51
8/6/2020 22:30,76.15,100.825,103.5,29.05,58.8733,8.58,76.9068,16.4343,13.32,13.38,86.5001
8/6/2020 23:00,76.16,101.08,103.6,29.05,58.8499,8.64,77.078,16.4343,13.3719,13.39,86.4968
8/6/2020 23:30,75.985,101.03,103.42,29.1,58.7896,8.7199,77.078,16.517,13.355,13.39,86.4886
9/6/2020 0:00,75.92,100.88,103.27,29.07,58.905,8.7799,77.078,16.5905,13.35,13.3801,86.49
9/6/2020 0:30,75.89,101.06,103.45,29.08,58.855,8.76,77.8489,16.66,13.311,13.3801,86.49
9/6/2020 1:00,75.95,101.19,103.47,29.2018,58.96,8.84,77.8489,16.6211,13.3199,13.39,86.485
9/6/2020 1:30,76.05,101.51,103.65,29.24,58.87,8.84,77.8489,16.64,13.32,13.41,86.48
9/6/2020 2:00,76.0137,101.67,103.89,29.22,58.81,8.8,77.8489,16.61,13.32,13.43,86.485
9/6/2020 2:30,76.02,101.63,103.86,29.17,58.82,8.85,77.8489,16.63,13.34,13.455,86.465
9/6/2020 3:00,76.06,101.525,103.565,29.16,58.9722,8.9,77.8489,16.635,13.3875,13.46,86.4687
9/6/2020 3:30,76.29,101.92,103.92,29.3,59.09,8.99,77.8489,16.78,13.44,13.48,86.48
9/6/2020 4:00,76.29,101.92,103.92,29.3,59.09,8.99,77.8008,16.78,13.44,13.48,86.48
9/6/2020 21:30,74.23,101.632,103.73,28.47,57.0707,8.4019,77.8008,16.1562,13.1501,13.33,86.5046
9/6/2020 22:00,74.41,101.77,103.565,28.39,57.044,8.26,77.8008,16.05,13.14,13.365,86.5
9/6/2020 22:30,74.77,102.42,103.89,28.4,57.5,8.46,77.8008,16.03,13.17,13.365,86.509
9/6/2020 23:00,74.6,102.329,103.9,28.43,57.4877,8.4068,77.8008,16.03,13.135,13.33,86.5
9/6/2020 23:30,74.47,102.1,103.7,28.42,57.1,8.41,77.8008,16.03,13.105,13.33,86.505
10/6/2020 0:00,74.64,102.3,103.61,28.32,57.285,8.39,75.9816,16.03,13.105,13.37,86.5077
10/6/2020 0:30,74.69,102.46,103.68,28.38,57.3,8.33,75.9816,16.0301,13.105,13.37,86.5045
10/6/2020 1:00,74.78,102.67,103.59,28.47,57.465,8.4,75.9816,16.0301,13.16,13.3999,86.5
10/6/2020 1:30,74.589,102.844,103.55,28.4749,57.39,8.41,75.9816,16.05,13.187,13.3999,86.5
10/6/2020 2:00,74.37,102.55,103.27,28.38,57.2454,8.32,75.9816,16,13.1317,13.36,86.5101
10/6/2020 2:30,74.61,102.69,103.25,28.43,57.37,8.34,75.9816,16.02,13.19,13.37,86.5
10/6/2020 3:00,74.86,102.75,103.275,28.51,57.7,8.355,75.9816,16.0278,13.25,13.37,86.51
10/6/2020 3:30,74.39,102.4,102.84,28.46,57.45,8.28,75.9816,16.03,13.24,13.38,86.51
10/6/2020 4:00,74.39,102.4,102.84,28.46,57.45,8.28,76.0253,16.03,13.24,13.38,86.51
10/6/2020 21:30,73.27,103.46,103.035,28.28,55.65,7.92,74.25,15.8276,12.864,13.6,86.54
10/6/2020 22:00,72.68,103.36,102.93,28.001,55.29,7.7776,73.8139,15.8276,12.58,13.585,86.5409
10/6/2020 22:30,72.64,103.28,102.43,28.0201,55.485,7.8309,73.8139,15.5,12.571,13.57,86.5401
10/6/2020 23:00,72.87,103.65,102.73,28.02,55.94,7.925,73.8262,15.57,12.7,13.598,86.545
10/6/2020 23:30,73.29,103.59,102.37,28.01,56.3113,8.04,73.8262,15.69,12.835,13.595,86.545
11/6/2020 0:00,73.16,103.855,102.93,28.11,56.31,8,73.8262,15.7004,12.87,13.59,86.54
11/6/2020 0:30,73.15,103.809,103.1,28.14,56,7.925,73.8262,15.6376,12.8792,13.595,86.5399
11/6/2020 1:00,73.14,103.85,103.035,28.09,55.9515,7.925,73.8262,15.6376,12.933,13.595,86.5382
11/6/2020 1:30,73.24,103.8,102.88,28.03,56.13,7.96,73.8262,15.6376,12.8958,13.595,86.5369
11/6/2020 2:00,73.715,104.8,103.28,28.28,56.7197,8.08,73.8262,15.6376,12.99,13.69,86.555
11/6/2020 2:30,72.92,104.18,102.82,28.18,55.92,7.9,73.8262,15.6376,12.855,13.66,86.558
11/6/2020 3:00,73.32,104.84,103.23,28.32,56.18,7.88,73.8262,15.61,12.82,13.68,86.55
11/6/2020 3:30,72.61,104.11,102.67,28.07,55.89,7.74,73.8832,15.53,12.75,13.71,86.56
11/6/2020 4:00,72.61,104.11,102.68,28.07,55.89,7.74,73.8104,15.53,12.75,13.71,86.56
11/6/2020 21:30,69.88,102.14,100.775,27.21,53.34,7.2659,72.03,14.51,12.3,13.395,86.575
11/6/2020 22:00,69.53,101.99,99.785,26.83,53.021,7.25,71.39,14.52,12.2447,13.41,86.57
11/6/2020 22:30,69.3,101.425,99.55,26.9,52.75,7.19,71.39,14.45,12.13,13.37,86.575
11/6/2020 23:00,69.32,101.46,99.36,26.845,52.4745,7.135,71.05,14.33,12.08,13.37,86.5609
11/6/2020 23:30,69.17,101.13,99.17,26.83,52.34,7.06,71.0914,14.2164,11.9039,13.3438,86.58
12/6/2020 0:00,68.705,100.09,98.3,26.655,51.8991,6.99,71.0914,14.1177,11.85,13.3159,86.5799
12/6/2020 0:30,68.7,99.44,97.9,26.61,52.025,7.0101,71.0914,14.11,11.89,13.2834,86.56
12/6/2020 1:00,68.8,99.99,97.86,26.62,52.396,7.1,71.0914,14.21,12.1,13.3484,86.565
12/6/2020 1:30,68.84,99.82,97.73,26.63,52.17,7.11,71.0914,14.22,12.0701,13.28,86.57
12/6/2020 2:00,68.62,99.52,97.78,26.59,51.9599,7.09,70.375,14.2843,12.0419,13.24,86.5652
12/6/2020 2:30,67.96,98.86,97.05,26.49,51.4009,7.01,69.751,14.18,11.93,13.23,86.565
12/6/2020 3:00,67.58,98.37,96.81,26.45,51,6.88,69.615,14.0598,11.92,13.17,86.5462
12/6/2020 3:30,67.51,98.14,96.97,26.61,51.19,6.89,69.615,14.1,11.98,13.16,86.52
12/6/2020 4:00,67.51,98.14,96.97,26.61,51.19,6.89,69.101,14.1,11.98,13.16,86.52
12/6/2020 21:30,69.44,100.88,98.99,27.12,53.2176,7.22,69.101,14.46,12.512,13.39,86.535
12/6/2020 22:00,69.09,100.26,98.5,26.98,53.1025,7.14,71.055,14.3224,12.53,13.32,86.54
12/6/2020 22:30,68.16,99.03,97.575,26.75,52.5601,6.96,71.055,14.3224,12.17,13.23,86.545
12/6/2020 23:00,68.18,98.96,97.439,26.63,52.0141,7,71.055,13.9745,12.17,13.25,86.5487
12/6/2020 23:30,68.9,100.01,98.25,26.74,52.73,7.0699,71.055,13.9745,12.33,13.3199,86.5483
13/6/2020 0:00,68.63,99.71,97.82,26.71,52.785,7.03,71.055,13.9745,12.3559,13.27,86.55
13/6/2020 0:30,68.53,99.6,97.66,26.7,52.59,7.03,71.055,13.9745,12.42,13.28,86.545
13/6/2020 1:00,68.03,98.78,96.91,26.49,52.6534,7.04,71.055,14.045,12.39,13.251,86.54
13/6/2020 1:30,67.2,97.76,96.05,26.27,51.7769,6.91,71.055,13.905,12.33,13.23,86.56
13/6/2020 2:00,67.76,98.49,96.7,26.4499,51.925,6.957,71.055,13.93,12.36,13.26,86.555
13/6/2020 2:30,67.92,98.97,97.03,26.53,52.1355,6.9501,70.1539,13.9575,12.3234,13.28,86.55
13/6/2020 3:00,67.95,98.645,96.86,26.51,52.18,7.03,70.4544,13.9575,12.369,13.28,86.55
13/6/2020 3:30,68.82,99.41,97.6,26.71,52.83,7.2,70.4544,14.14,12.52,13.35,86.55
13/6/2020 4:00,68.82,99.41,97.6,26.71,52.83,7.2,70.4817,14.14,12.52,13.35,86.55
15/6/2020 21:30,67.29,98.54,96.219,26.09,51.67,6.8,70.4817,13.74,12.16,13.17,86.56
15/6/2020 22:00,67.45,98.42,95.89,26.21,51.79,6.91,70.4817,13.74,12.2779,13.17,86.55
15/6/2020 22:30,67.99,98.49,96.14,26.33,52.19,7.04,70.4817,14.0872,12.2494,13.18,86.55
15/6/2020 23:00,68.05,98.77,96.57,26.4642,52.19,7.08,70.4817,14.34,12.48,13.23,86.55
15/6/2020 23:30,68.08,98.73,96.6,26.54,52.2939,7.08,70.4817,14.34,12.44,13.21,86.55
16/6/2020 0:00,68.63,99.28,96.94,26.64,52.2939,7.2,71.06,14.34,12.515,13.25,86.555
16/6/2020 0:30,69.03,99.42,97.23,26.73,53.02,7.29,71.06,14.675,12.61,13.23,86.545
16/6/2020 1:00,69.04,99.51,97.19,26.761,53.4835,7.2799,71.06,14.675,12.5942,13.23,86.545
16/6/2020 1:30,68.74,99.57,97.16,26.55,53.24,7.22,71.06,14.675,12.5034,13.24,86.545
16/6/2020 2:00,69.84,100.72,98.17,26.971,53.7619,7.3695,72.225,14.675,12.6277,13.305,86.545
16/6/2020 2:30,69.42,100.48,97.6,26.765,53.5549,7.3433,72.225,14.86,12.52,13.32,86.54
16/6/2020 3:00,69.17,100.06,97.52,26.6937,53.535,7.32,72.0296,14.79,12.5586,13.2878,86.55
16/6/2020 3:30,69.5,100.37,97.82,26.85,53.54,7.31,72.0296,14.7,12.605,13.32,86.53
16/6/2020 4:00,69.5,100.37,97.82,26.85,53.54,7.31,71.8458,14.7,12.605,13.32,86.53
16/6/2020 21:30,71.88,103.1,99.91,27.6,55.3267,7.63,71.8458,15.0298,12.83,13.42,86.53
16/6/2020 22:00,71.975,103.28,100.54,27.73,55.335,7.71,71.8458,15.126,12.93,13.41,86.525
16/6/2020 22:30,70.05,101.47,99.08,27.21,54.3463,7.38,71.8458,15,12.68,13.28,86.555
16/6/2020 23:00,70.99,102.43,99.8,27.4701,54.56,7.54,73.4273,15,12.8406,13.29,86.545
16/6/2020 23:30,70.79,102.51,100.12,27.33,54.515,7.47,73.4273,15,12.8,13.27,86.545
17/6/2020 0:00,71.05,102.41,100.24,27.38,54.54,7.51,73.05,15,12.7859,13.3,86.545
17/6/2020 0:30,71.2,102.68,100.54,27.5,54.6595,7.52,73.5001,15.035,12.81,13.31,86.54
17/6/2020 1:00,71.27,102.66,100.74,27.54,54.95,7.52,73.5001,15.035,12.809,13.31,86.535
17/6/2020 1:30,70.94,102.37,100.4,27.44,54.745,7.49,73.5001,14.98,12.755,13.3,86.535
17/6/2020 2:00,71.19,102.49,100.48,27.48,54.62,7.57,73.5001,15.04,12.7564,13.3,86.5399
17/6/2020 2:30,71.1,102.435,100.47,27.43,54.7835,7.56,73.5001,15.08,12.7799,13.3,86.54
17/6/2020 3:00,70.76,102.12,100.12,27.19,54.4399,7.5317,73.7666,14.91,12.72,13.3,86.53
17/6/2020 3:30,70.86,102.51,100.26,27.16,54.33,7.57,73.7666,15,12.66,13.29,86.52
17/6/2020 4:00,70.86,102.51,100.23,27.16,54.332,7.57,73.345,15.0013,12.66,13.29,86.52
17/6/2020 21:30,70.58,102.83,100.37,26.8699,54.39,7.286,73.345,14.8638,12.62,13.39,86.55
17/6/2020 22:00,70.4,102.58,100.1,26.81,54.58,7.28,72.6765,14.8638,12.5271,13.41,86.5434
17/6/2020 22:30,70.69,103.06,100.43,26.9,54.4,7.37,72.6765,14.94,12.6084,13.39,86.54
17/6/2020 23:00,70.51,102.89,100.19,26.86,54.39,7.31,72.692,14.94,12.48,13.39,86.5433
17/6/2020 23:30,70.7963,103.06,100.44,27.03,54.2895,7.315,72.692,14.925,12.5108,13.39,86.54
18/6/2020 0:00,70.72,102.97,100.4,27.0037,54.36,7.299,72.692,14.9195,12.52,13.39,86.54
18/6/2020 0:30,70.83,103.22,100.61,27.06,54.5,7.31,72.692,14.92,12.45,13.3661,86.535
18/6/2020 1:00,70.995,103.33,100.75,27.155,54.5,7.325,72.692,14.99,12.413,13.43,86.53
18/6/2020 1:30,70.96,103.2,100.75,27.1801,54.64,7.31,72.692,14.955,12.421,13.4362,86.5383
18/6/2020 2:00,70.89,103.29,100.67,27.185,54.5781,7.2751,73.0632,14.955,12.43,13.395,86.535
18/6/2020 2:30,70.74,103.04,100.46,27.1185,54.729,7.2594,73.0632,14.86,12.5099,13.41,86.545
18/6/2020 3:00,70.45,102.57,100.17,27.0412,54.3501,7.23,73.0632,14.86,12.47,13.38,86.55
18/6/2020 3:30,70.35,102.55,100.13,27,54.27,7.16,72.88,14.675,12.4,13.36,86.55
18/6/2020 4:00,70.35,102.49,100.13,27,54.27,7.16,72.7434,14.6747,12.4,13.36,86.55
18/6/2020 21:30,70.11,102.52,99.52,26.9904,54.31,7.15,72.82,14.52,12.36,13.45,86.56
18/6/2020 22:00,70.49,102.46,99.42,26.86,54.555,7.319,72.82,14.52,12.47,13.45,86.555
18/6/2020 22:30,70.61,102.88,99.77,26.96,54.39,7.31,72.82,14.52,12.43,13.5,86.55
18/6/2020 23:00,70.32,102.87,99.919,26.86,54.145,7.2299,72.82,14.52,12.39,13.5,86.557
18/6/2020 23:30,70.06,102.605,99.7,26.8,53.9768,7.21,72.82,14.52,12.37,13.5,86.55
19/6/2020 0:00,70.18,102.66,99.93,26.8349,53.9701,7.28,72.82,14.74,12.37,13.5025,86.55
19/6/2020 0:30,70.12,102.68,99.89,26.8,54.0161,7.26,72.2875,14.815,12.3105,13.48,86.545
19/6/2020 1:00,70.25,102.715,99.86,26.83,54.26,7.265,72.2875,14.815,12.36,13.4766,86.545
19/6/2020 1:30,70.25,102.89,99.97,26.87,54.26,7.278,72.2875,14.7527,12.3457,13.47,86.5409
19/6/2020 2:00,70.18,102.63,99.705,26.88,54.28,7.29,72.2875,14.7527,12.349,13.4856,86.5409
19/6/2020 2:30,69.94,102.45,99.53,26.89,54.299,7.26,72.2875,14.8075,12.346,13.4856,86.545
19/6/2020 3:00,69.935,102.56,99.6,26.92,54.105,7.25,72.2875,14.8075,12.346,13.45,86.545
19/6/2020 3:30,70.09,102.95,99.79,26.96,54.35,7.25,72.2875,14.75,12.34,13.46,86.54
19/6/2020 4:00,70.09,102.95,99.79,26.96,54.35,7.25,72.6165,14.7536,12.34,13.46,86.54
19/6/2020 21:30,70.59,104.05,100.86,27.28,54.63,7.37,72.6165,14.98,12.445,13.565,86.56
19/6/2020 22:00,70.56,104.05,100.95,27.24,54.4501,7.35,72.6165,15.0181,12.45,13.63,86.56
19/6/2020 22:30,70.3,103.71,100.89,27.11,54.3227,7.34,73.0457,15.0181,12.4658,13.55,86.5549
19/6/2020 23:00,70.245,103.72,100.93,27.04,54.4101,7.35,73.0457,14.975,12.48,13.52,86.555
19/6/2020 23:30,70.16,103.51,100.715,27.015,54.2501,7.32,73.0457,14.9,12.4,13.4997,86.56
20/6/2020 0:00,69.49,102.52,100.06,26.82,53.5921,7.2,73.0457,14.9,12.34,13.45,86.575
20/6/2020 0:30,69.73,103.07,100.375,26.88,53.555,7.21,73.0457,14.9,12.37,13.49,86.565
20/6/2020 1:00,69.22,102.44,100.16,26.81,53.5417,7.18,73.0457,14.9,12.32,13.47,86.565
20/6/2020 1:30,68.93,102.14,100.01,26.68,53.5417,7.12,73.0457,14.9,12.219,13.47,86.565
20/6/2020 2:00,68.955,101.9,99.955,26.67,52.941,7.13,73.0457,14.9,12.21,13.41,86.56
20/6/2020 2:30,69.445,102.4,100.5,26.83,53.3801,7.205,73.0457,14.9,12.2407,13.46,86.555
20/6/2020 3:00,69.58,102.64,100.74,26.8,53.54,7.1867,73.0457,14.6899,12.27,13.47,86.555
20/6/2020 3:30,69.23,102.24,100.75,26.29,53.34,7.07,73.0457,14.51,12.31,13.45,86.56
20/6/2020 4:00,69.23,102.24,100.75,26.29,53.34,7.07,72.2808,14.51,12.31,13.45,86.56
22/6/2020 21:30,68.52,102.67,99.51,26.29,52.72,7.0492,71.7,14.44,12.08,13.6017,86.5683
22/6/2020 22:00,68.77,102.96,99.41,26.45,52.7636,7,71.7,14.44,12.17,13.64,86.5609
22/6/2020 22:30,68.28,102.8,99.01,26.45,52.21,6.94,71.7,14.45,12.136,13.64,86.56
22/6/2020 23:00,68.48,103.05,99.38,26.482,52.345,6.95,71.7,14.38,12.19,13.58,86.57
22/6/2020 23:30,68.54,103.223,99.33,26.5,52.3601,6.96,71.7,14.485,12.12,13.58,86.5609
23/6/2020 0:00,68.85,103.6,99.95,26.55,52.76,7,71.7,14.485,12.185,13.62,86.565
23/6/2020 0:30,69.01,103.63,99.84,26.55,52.91,7.08,71.2842,14.4783,12.18,13.6399,86.56
23/6/2020 1:00,68.86,103.515,99.92,26.52,52.825,7.08,71.2842,14.4783,12.15,13.611,86.55
23/6/2020 1:30,68.92,103.67,100.03,26.53,52.785,7.0701,71.2842,14.5612,12.14,13.62,86.5517
23/6/2020 2:00,68.965,103.678,99.93,26.54,52.755,7.02,71.1,14.5015,12.1,13.6174,86.555
23/6/2020 2:30,69.22,103.89,100.03,26.54,52.8146,7.0301,71.31,14.5015,12.172,13.6174,86.55
23/6/2020 3:00,68.87,103.52,99.685,26.41,52.6117,7,71.275,14.5015,12.16,13.6,86.549
23/6/2020 3:30,69.04,103.88,99.94,26.51,52.76,7.03,71.275,14.58,12.19,13.57,86.55
23/6/2020 4:00,69.04,103.88,99.94,26.51,52.76,7.03,71.4638,14.58,12.19,13.57,86.54
23/6/2020 21:30,69.27,104.76,100.41,26.59,52.921,7.11,71.4638,14.645,12.1991,13.54,86.55
23/6/2020 22:00,69.375,105.055,100.87,26.51,52.921,7.095,71.4638,14.645,12.17,13.53,86.555
23/6/2020 22:30,69.05,104.88,100.615,26.34,52.7701,7.05,71.4638,14.645,12.13,13.545,86.549
23/6/2020 23:00,69.23,105.34,101.19,26.32,52.89,7.09,71.4638,14.6388,12.15,13.505,86.55
23/6/2020 23:30,69.195,105.41,101,26.27,52.728,7.09,71.4638,14.6388,12.12,13.49,86.545
24/6/2020 0:00,69.13,105.49,100.87,26.21,52.97,7.1159,71.4638,14.6388,12.14,13.5,86.54
24/6/2020 0:30,69.2,105.48,100.8,26.24,53.07,7.09,71.4638,14.6388,12.12,13.49,86.5438
24/6/2020 1:00,69.36,105.72,100.92,26.3,53.13,7.1,71.61,14.6388,12.14,13.4916,86.545
24/6/2020 1:30,69.35,105.63,101.05,26.29,53.2,7.035,71.61,14.6388,12.14,13.49,86.545
24/6/2020 2:00,69.33,105.43,100.85,26.24,53.06,7.03,71.61,14.5558,12.08,13.5,86.54
24/6/2020 2:30,69.32,105.15,100.75,26.2538,53.245,7.01,71.61,14.5558,12.07,13.56,86.545
24/6/2020 3:00,69.3,104.765,100.62,26.27,53.4453,7.01,71.61,14.4901,12.098,13.4826,86.55
24/6/2020 3:30,69.08,104.63,100.37,26.26,53.37,7,71.61,14.4456,12.12,13.45,86.56
24/6/2020 4:00,69.05,104.63,100.37,26.26,53.37,7,71.61,14.4586,12.12,13.45,86.56
24/6/2020 21:30,67.95,103.58,98.97,25.99,52.3599,6.74,71.14,14.1536,11.8,13.51,86.56
24/6/2020 22:00,67.97,103.745,98.85,26.08,52.375,6.79,70.5743,14,11.825,13.535,86.55
24/6/2020 22:30,67.57,103.1,98.21,25.9,52.079,6.67,70.5743,14,11.805,13.46,86.56
24/6/2020 23:00,67.17,102.68,97.81,25.79,51.69,6.58,70.5743,13.795,11.7224,13.46,86.5625
24/6/2020 23:30,66.76,102.105,97.42,25.665,51.244,6.49,70.05,13.795,11.62,13.37,86.56
25/6/2020 0:00,66.86,102.43,97.51,25.74,51.2469,6.525,70.13,13.685,11.72,13.45,86.5691
25/6/2020 0:30,67.13,102.7,97.91,25.86,51.4562,6.58,70.13,13.815,11.8467,13.3759,86.5601
25/6/2020 1:00,66.8,102.33,97.47,25.75,51.27,6.515,70.13,13.88,11.8,13.44,86.565
25/6/2020 1:30,66.79,102.24,97.53,25.8,51.24,6.5324,70.13,13.8239,11.805,13.425,86.5601
25/6/2020 2:00,66.97,102.382,97.755,25.96,51.48,6.5515,70.7669,13.899,11.85,13.4,86.565
25/6/2020 2:30,66.76,102.07,97.55,25.92,51.335,6.51,70.7669,13.899,11.9121,13.415,86.565
25/6/2020 3:00,66.9413,102.46,97.885,26.02,51.5246,6.5063,70.7669,13.87,11.891,13.425,86.57
25/6/2020 3:30,66.65,102.27,97.72,25.92,51.11,6.45,70.7669,13.81,11.81,13.43,86.57
25/6/2020 4:00,66.65,102.27,97.75,25.92,51.11,6.45,70.7475,13.81,11.81,13.43,86.57
25/6/2020 21:30,66.11,101.94,97.42,25.17,50.3,6.529,70.7475,13.78,11.78,13.415,86.575
25/6/2020 22:00,66.62,102.5,97.51,25.3,51.09,6.64,70.7475,14.0318,12.03,13.42,86.5699
25/6/2020 22:30,66.295,102.26,97.56,25.17,50.65,6.51,70.7475,14.01,11.92,13.43,86.57
25/6/2020 23:00,66.3,102.34,97.58,25.1,50.5848,6.49,70.7475,13.89,11.938,13.48,86.56
25/6/2020 23:30,66.29,102.36,97.62,25.0475,50.5848,6.48,70.809,13.79,11.8931,13.43,86.571
26/6/2020 0:00,66.49,102.695,97.84,25.0806,50.715,6.5195,70.65,13.79,11.98,13.4899,86.5634
26/6/2020 0:30,66.56,102.58,97.855,25.16,50.8967,6.525,70.89,13.79,11.9376,13.4954,86.5609
26/6/2020 1:00,66.49,102.5,97.95,25.12,50.8967,6.5,70.98,13.7842,11.9376,13.47,86.5651
26/6/2020 1:30,66.525,102.6,97.93,25.16,50.7468,6.51,70.98,13.76,11.8876,13.46,86.565
26/6/2020 2:00,66.53,102.32,97.73,25.18,50.7468,6.49,70.89,13.76,11.9032,13.44,86.565
26/6/2020 2:30,66.57,102.38,97.815,25.16,50.7643,6.5,70.89,13.72,11.92,13.44,86.565
26/6/2020 3:00,67.26,103.175,98.62,25.33,51.2,6.5995,71.15,13.72,11.9501,13.495,86.5664
26/6/2020 3:30,67.39,103.58,98.71,25.37,51.5,6.63,71.32,13.88,11.97,13.51,86.57
26/6/2020 4:00,67.39,103.58,98.71,25.37,51.5,6.63,71.5146,13.88,11.97,13.51,86.57
26/6/2020 21:30,67.2,102.86,98.72,25.34,51.29,6.4,71.8,13.635,11.9,13.595,86.58
26/6/2020 22:00,66.74,101.89,98.05,25.29,50.59,6.32,71.1983,13.49,11.78,13.57,86.585
26/6/2020 22:30,66.44,101.69,97.525,25.08,50.23,6.2801,71.1983,13.4168,11.76,13.51,86.589
26/6/2020 23:00,66.41,102.03,97.58,24.947,50.315,6.32,71.1983,13.38,11.7994,13.52,86.595
26/6/2020 23:30,66.405,102.55,97.71,24.93,50.36,6.33,71.1983,13.4,11.7926,13.56,86.595
27/6/2020 0:00,66.38,102.04,97.41,24.94,50.49,6.33,71.1983,13.4,11.77,13.5271,86.605
27/6/2020 0:30,66.35,102.16,97.56,24.99,50.41,6.3421,71.1983,13.4,11.83,13.535,86.6001
27/6/2020 1:00,66.355,102.41,97.74,25.06,50.4398,6.33,71.1983,13.39,11.8249,13.535,86.6
27/6/2020 1:30,66.36,102.17,97.655,25.11,50.325,6.335,71.1983,13.4,11.8537,13.5358,86.6
27/6/2020 2:00,66.09,101.98,97.225,25.03,50.325,6.275,71.1983,13.35,11.8,13.523,86.6
27/6/2020 2:30,66.04,101.87,97.32,24.985,50.0515,6.2597,71.1983,13.31,11.7802,13.5,86.61
27/6/2020 3:00,66.02,101.94,97.27,24.93,50.2166,6.25,71.1983,13.33,11.84,13.53,86.595
27/6/2020 3:30,66.14,101.53,97.51,25.04,50.46,6.26,71.1983,13.395,11.84,13.53,86.6
27/6/2020 4:00,66.14,101.54,97.51,25.04,50.46,6.26,70.496,13.395,11.84,13.53,86.6
29/6/2020 21:30,67.17,100.94,97.86,25.23,50.5608,6.35,70.496,13.36,11.845,13.57,86.6
29/6/2020 22:00,67.68,101.48,98.02,25.39,51.5,6.395,70.496,13.59,11.885,13.6217,86.6045
29/6/2020 22:30,67.79,101.72,98.18,25.42,51.69,6.38,72.7701,13.59,11.9,13.6137,86.6001
29/6/2020 23:00,67.8,102.07,98.5,25.47,51.6537,6.33,72.7701,13.5,11.932,13.59,86.6
29/6/2020 23:30,67.58,102.02,98.22,25.44,51.74,6.33,72.7701,13.5,11.88,13.61,86.6
30/6/2020 0:00,67.88,102.28,98.21,25.49,51.85,6.42,72.7701,13.5,11.885,13.6,86.605
30/6/2020 0:30,67.81,102.29,98.09,25.51,52.2042,6.42,72.7701,13.5,11.86,13.64,86.61
30/6/2020 1:00,68.085,102.14,98.085,25.57,52.2,6.465,72.7701,13.5,11.92,13.63,86.6
30/6/2020 1:30,67.99,102.33,98.2,25.53,52.185,6.4,72.7701,13.5,11.93,13.58,86.605
30/6/2020 2:00,67.88,102.15,97.98,25.54,52.13,6.37,73.1143,13.56,11.896,13.6,86.605
30/6/2020 2:30,67.96,102.02,98.06,25.61,52.13,6.34,73.1143,13.5236,11.9,13.5999,86.605
30/6/2020 3:00,67.955,102.01,97.91,25.59,51.775,6.35,73.1143,13.564,11.91,13.6101,86.61
30/6/2020 3:30,68.31,102.65,98.39,25.66,52.28,6.4,73.1143,13.53,12,13.6,86.61
30/6/2020 4:00,68.31,102.65,98.39,25.66,52.28,6.4,73.0691,13.53,12,13.6,86.62
30/6/2020 21:30,67.72,103.57,98.18,25.5814,52.28,6.2723,72.85,13.5,12.015,13.7,86.63
30/6/2020 22:00,67.95,103.65,98.46,25.67,52.0451,6.33,72.85,13.47,12.055,13.71,86.6264
30/6/2020 22:30,68.34,103.99,98.7,25.81,52.0451,6.42,72.85,13.53,12.13,13.66,86.61
30/6/2020 23:00,68.38,103.93,98.95,25.84,52.685,6.41,72.85,13.575,12.13,13.675,86.62
30/6/2020 23:30,68.29,103.97,98.94,25.757,52.56,6.42,72.85,13.58,12.1511,13.64,86.62
1/7/2020 0:00,68.5,104.1,99.06,25.6755,52.78,6.4241,72.85,13.58,12.1899,13.66,86.615
