,XLI US Equity,XLK US Equity,XLV US Equity,FXU US Equity,XTN US Equity,FXN US Equity,PSCC US Equity,ENFR US Equity,BIZD US Equity,DBB US Equity,SHY US Equity,UNP US Equity,UPS US Equity,CSX US Equity,FDX US Equity,NSC US Equity,LUV US Equity,DAL US Equity,ODFL US Equity,KSU US Equity,EXPD US Equity,CHRW US Equity,JBHT US Equity,UAL US Equity,AAL US Equity,ALK US Equity
25/9/2020 23:30,75.67,112.2,101.66,25.8118,57.6694,5.428,73.3932,12.26,11.927,14.98,86.505,196.55,165.46,77.25,246.95,216.75,36.635,29.27,183.185,183.13,90.11,102.14,129.99,33.3896,11.905,36.11
26/9/2020 0:00,75.84,112.6,101.83,25.81,57.555,5.42,73.3932,12.2401,11.96,14.9966,86.51,197.16,165.1,77.52,247.12,217.24,36.745,29.355,183.11,183.73,90.205,102.07,129.96,33.387,11.905,36.1516
26/9/2020 0:30,76.05,112.8,101.95,25.9,57.885,5.4422,73.3932,12.27,11.99,15.01,86.51,197.45,164.89,77.58,248.826,217.85,37.015,29.6041,182.91,183.87,90.46,102.205,130.3,33.87,12.0023,36.57
26/9/2020 1:00,76.18,112.885,102.185,25.94,57.947,5.47,73.3932,12.27,12.0293,15.0196,86.5065,197.84,165.485,77.68,250.258,218,36.97,29.63,182.5,183.84,90.56,102.48,130.7,33.85,12.07,36.58
26/9/2020 1:30,76.21,113.22,102.44,25.9541,57.9063,5.4752,73.3932,12.33,12.01,15.01,86.505,198.11,165.45,77.8,248.65,218.21,36.98,29.595,182.86,183.98,90.43,102.775,130.61,33.65,12.02,36.47
26/9/2020 2:00,76.4,113.44,102.705,26.0094,57.9629,5.4899,73.3932,12.33,12.0201,15.04,86.505,198.47,166.17,78.01,248.925,218.68,37.1,29.7036,182.84,184.29,90.38,102.42,130.33,33.89,12.2365,36.67
26/9/2020 2:30,76.4637,113.695,102.82,26.03,57.7941,5.5,73.3932,12.425,12.03,15.03,86.505,198.63,166.31,77.99,249.99,218.925,37.095,29.575,182.71,184.735,90.41,102.38,129.93,33.82,12.135,36.67
26/9/2020 3:00,76.71,114.06,103.28,26.11,58.08,5.53,73.3932,12.4553,12.05,15.08,86.5,199.03,166.445,78.275,251.4,219.615,37.24,29.68,183.22,184.68,90.61,102.53,129.9,33.96,12.2,36.84
26/9/2020 3:30,76.49,113.94,103.02,26.11,57.94,5.5,73.7834,12.44,12.065,15.05,86.5,198.15,166.13,78.08,250.16,219.16,37.09,29.78,182.41,183.5,90.32,102.36,129.33,34.2,12.29,36.7
26/9/2020 4:00,76.49,113.94,103.02,26.11,57.94,5.5,73.7259,12.4412,12.065,15.05,86.5,198.15,166.12,78.08,250.17,219.16,37.1,29.78,182.41,183.37,90.32,102.36,129.33,34.2,12.29,36.7
28/9/2020 21:30,77.895,115.16,103.961,26.2054,58.96,5.64,73.7259,12.58,12.32,15.18,86.5001,200.555,171.201,78.91,257.455,221.09,37.92,30.63,184.93,184.35,91.26,102.82,130.63,35.4064,12.68,37.194
28/9/2020 22:00,78.23,115.5,104.56,26.36,59.2237,5.63,73.7259,12.58,12.36,15.21,86.505,200.82,170.84,79.04,255.87,221.678,38.06,30.82,185.59,185.17,91.815,103.53,130.31,35.51,12.74,37.21
28/9/2020 22:30,78.27,115.01,104.07,26.32,59.215,5.68,73.7259,12.51,12.4349,15.18,86.5,200.465,171.15,79.08,256.36,221.74,38.245,31.075,185.47,185.14,91.88,103.55,130.145,35.55,12.8,37.23
28/9/2020 23:00,78.3,115.54,104.01,26.2732,59.385,5.67,73.7259,12.56,12.4101,15.17,86.51,201.23,171.49,79.29,257.732,222.09,38.38,31.245,185.22,185.531,91.935,103.58,130.62,35.69,12.8118,37.23
28/9/2020 23:30,78.28,115.36,103.95,26.335,59.385,5.68,73.7259,12.56,12.4299,15.185,86.5,200.75,170.59,79.22,256.745,221.995,38.39,31.38,184.545,185.56,91.73,103.24,130.37,35.8711,12.87,37.32
29/9/2020 0:00,78.32,115.18,103.86,26.31,59.5333,5.73,73.7259,12.56,12.4165,15.19,86.5,200.55,170.78,79.34,257.15,222.18,38.615,31.51,184.98,185.58,91.56,103.38,130.51,36.065,12.97,37.46
29/9/2020 0:30,78.38,115.56,104.08,26.31,59.66,5.72,73.7259,12.746,12.42,15.2015,86.495,200.17,170.231,79.32,257.11,221.97,38.8799,31.74,184.94,185.86,91.57,103.485,130.665,36.52,13.03,37.91
29/9/2020 1:00,78.15,115.71,104.1,26.32,59.645,5.7101,75.0848,12.746,12.42,15.215,86.5,200.31,169.94,79.46,256.426,221.86,38.71,31.67,184.7,186.03,91.48,103.28,130.98,36.4,13.01,37.8693
29/9/2020 1:30,78.1567,115.89,104.35,26.32,59.42,5.695,75.0848,12.72,12.42,15.22,86.5,200.82,169.485,79.61,255.65,222.21,38.45,31.28,185.29,186.28,91.515,103.3789,131.25,35.835,12.795,37.48
29/9/2020 2:00,78.18,115.753,104.27,26.32,59.52,5.715,74.875,12.71,12.4,15.2212,86.5,200.875,169.15,79.59,256.67,222.07,38.51,31.42,186.6,186.3,91.5,103.44,131.33,36,12.81,37.62
29/9/2020 2:30,78.2,115.92,104.17,26.31,59.554,5.76,74.875,12.76,12.42,15.23,86.4999,200.77,168.99,79.61,255.61,221.96,38.62,31.68,186.47,185.99,91.33,103.25,130.96,36.28,12.905,37.845
29/9/2020 3:00,78.1,116.055,104.13,26.22,59.4242,5.745,74.875,12.7,12.363,15.23,86.495,200.18,169.305,79.385,255.1,221.895,38.52,31.54,186.95,185.125,91.28,103.19,130.77,36.165,12.835,37.765
29/9/2020 3:30,77.87,116.12,103.95,26.14,59.281,5.7,74.875,12.67,12.335,15.25,86.51,199.45,168.92,79.4,254.5,221.03,38.24,31.34,187.35,184.88,91.37,103.25,130.55,35.94,12.765,37.56
29/9/2020 4:00,77.87,116.12,103.95,26.14,59.2797,5.7,74.6531,12.67,12.335,15.25,86.51,199.45,168.9,79.33,254.44,221.02,38.24,31.34,187.35,184.88,91.37,103.25,130.55,35.94,12.76,37.54
29/9/2020 21:30,77.75,116.11,104.44,26.261,58.8974,5.6473,74.6531,12.6,12.2701,15.18,86.5028,199.22,168.37,78.96,253.565,220.15,37.65,30.77,187.93,184.205,91.63,103.73,130.935,34.78,12.5,37.05
29/9/2020 22:00,77.94,116.3,104.53,26.38,59.175,5.65,74.6531,12.735,12.3301,15.18,86.5,199.48,169.367,79.21,256.15,220.86,37.91,30.93,187.9,184.915,91.99,103.87,130.86,35.105,12.505,36.9833
29/9/2020 22:30,77.45,115.81,104.05,26.285,58.6195,5.61,74.6531,12.64,12.256,15.155,86.5,198.17,168.81,78.545,256.25,218.96,37.473,30.675,186,183.995,91.595,103.67,130.21,34.5336,12.3018,36.66
29/9/2020 23:00,77.42,116,103.94,26.14,58.6141,5.6,73.38,12.64,12.2201,15.1714,86.5045,198.07,169.379,78.375,257.025,218.23,37.43,30.519,187.1,184.175,91.63,103.7243,130.02,34.46,12.275,36.59
29/9/2020 23:30,77.12,115.829,103.719,26.0665,58.3082,5.56,73.38,12.55,12.145,15.19,86.505,197.105,168.55,77.91,256.715,216.93,37.26,30.39,185.84,183.83,91.21,103.65,129.33,34.5,12.215,36.43
30/9/2020 0:00,77.145,115.845,103.59,26.0665,58.2296,5.565,73.2368,12.549,12.1601,15.19,86.505,197.249,168.09,77.96,255.96,216.66,37.41,30.49,185.24,183.61,91.13,103.83,128.89,34.52,12.215,36.46
30/9/2020 0:30,77.195,116.045,103.71,26.1099,58.3974,5.58,73.2368,12.579,12.1654,15.1953,86.51,197.36,169.19,77.88,256.21,216.6,37.52,30.445,186.685,183.53,91.43,104.52,129.06,34.46,12.17,36.78
30/9/2020 1:00,77.22,115.86,103.605,26.1,58.2992,5.595,73.2368,12.579,12.14,15.18,86.51,197.48,168.792,77.7201,255.465,216.42,37.51,30.47,186.1,183.15,91.47,104.385,128.81,34.5889,12.22,36.65
30/9/2020 1:30,77.41,116.06,103.91,26.1971,58.47,5.6008,73.2368,12.56,12.1882,15.21,86.51,197.57,169.61,77.855,255.23,216.95,37.595,30.555,186.37,183.35,91.88,104.58,129.01,34.58,12.2871,36.78
30/9/2020 2:00,77.63,116.065,104.07,26.2215,58.51,5.63,73.2368,12.6568,12.195,15.22,86.505,198.37,170.07,78.14,256,217.72,37.745,30.76,186.585,183.77,92.1109,104.88,129.5,34.7701,12.355,36.96
30/9/2020 2:30,77.5,116.075,104.06,26.26,58.5358,5.63,73.2368,12.68,12.16,15.21,86.51,197.83,169.71,77.97,255.36,217.09,37.57,30.65,185.53,183.92,91.93,104.2,129.11,34.54,12.27,36.68
30/9/2020 3:00,77.43,115.87,103.985,26.25,58.43,5.64,73.2368,12.66,12.17,15.22,86.505,197.59,169.36,77.8575,254.24,216.56,37.63,30.695,185.44,183.47,91.93,104.08,128.82,34.535,12.245,36.74
30/9/2020 3:30,77.18,115.73,103.82,26.16,58.33,5.63,73.6,12.68,12.13,15.23,86.5,197.26,168.38,77.6,253.36,215.93,37.61,30.61,185.11,182.77,91.63,103.7,128.63,34.51,12.25,36.66
30/9/2020 4:00,77.18,115.73,103.82,26.16,58.3368,5.63,73.51,12.68,12.13,15.23,86.5,197.24,168.5,77.6,253.5,215.81,37.61,30.61,185.11,182.77,91.63,103.7,128.63,34.51,12.25,36.67
30/9/2020 21:30,77.83,116.7,104.565,26.43,59.05,5.68,73.51,12.7,12.3221,15.25,86.5,199.51,168,78.435,255.86,217.13,38.77,31.61,184.865,184.214,91.44,103.97,128.04,35.985,12.86,37.995
30/9/2020 22:00,78.17,117.1,104.85,26.45,59.2101,5.68,73.51,12.75,12.28,15.29,86.5,201.25,168.27,78.91,256.4,218.3,38.57,31.445,186.73,184.335,92.06,104.615,128.935,35.71,12.69,37.86
30/9/2020 22:30,78.1,116.99,104.88,26.48,59.43,5.7101,73.51,12.73,12.29,15.24,86.499,201.17,168.05,79,255.583,217.82,38.4278,31.62,186.43,184.785,91.95,104.34,128.92,35.8999,12.755,37.98
30/9/2020 23:00,77.94,117.34,105.55,26.5097,58.9801,5.705,73.51,12.68,12.28,15.22,86.5,200.95,168.39,78.87,255.76,217.41,38.015,31.11,185.65,184.5,91.76,104.21,128.88,35.3,12.51,37.3689
30/9/2020 23:30,77.71,117.57,105.54,26.37,58.98,5.685,73.51,12.6,12.2567,15.205,86.503,200.31,167.73,78.76,254.31,216.785,38.055,31.1462,184.4,184.02,91.64,103.84,128.43,35.2563,12.545,37.31
1/10/2020 0:00,77.92,117.705,105.87,26.36,58.9561,5.7,73.51,12.61,12.2601,15.21,86.5,200.905,168.035,78.9184,254.627,217.3,37.9499,31.18,183.9,184.36,91.68,103.855,128.18,35.5,12.635,37.47
1/10/2020 0:30,77.92,117.29,105.88,26.4575,58.9499,5.6994,73.51,12.61,12.29,15.2,86.5,200.44,168.23,78.78,254.28,216.42,38.12,31.23,182.815,184.28,91.51,104.16,128.13,35.625,12.605,37.53
1/10/2020 1:00,77.73,117.06,105.71,26.4354,58.713,5.7,73.51,12.605,12.2357,15.18,86.5,199.885,167.62,78.555,253.92,215.91,38.09,31.1611,182.175,183.365,91.17,102.86,127.715,35.58,12.575,37.2944
1/10/2020 1:30,77.715,117.61,106.095,26.4873,58.6845,5.68,73.51,12.54,12.235,15.18,86.5,199.71,168.365,78.55,253.81,215.92,37.91,31.0494,182.85,183.24,91.26,102.95,127.71,35.32,12.54,37.065
1/10/2020 2:00,77.39,117.36,105.79,26.5,58.9195,5.66,73.51,12.48,12.24,15.21,86.51,198.9,167.785,78.11,252.625,215.22,37.76,30.78,182.64,182.295,91.2,102.63,127.36,34.9463,12.31,36.89
1/10/2020 2:30,77.2,117.1,105.63,26.46,58.2252,5.6226,73.51,12.41,12.1867,15.16,86.5,198.29,167.23,78.03,252.55,215.11,37.7719,30.78,181.9,181.89,90.7,102.475,126.5,34.92,12.36,36.895
1/10/2020 3:00,76.76,116.37,105.1,26.32,57.99,5.59,73.51,12.36,12.2,15.16,86.505,196.72,166.46,77.79,251,213.68,37.6,30.65,180.6,180.74,90.13,101.895,125.77,34.7,12.275,36.68
1/10/2020 3:30,76.95,116.62,105.44,26.47,58.1515,5.6,73.51,12.33,12.15,15.14,86.5,196.81,166.63,77.67,251.31,213.98,37.49,30.58,180.75,180.83,90.52,102.19,126.38,34.75,12.29,36.6
1/10/2020 4:00,76.98,116.7,105.48,26.47,58.1515,5.6,73.51,12.33,12.15,15.14,86.51,196.87,166.63,77.67,251.52,213.99,37.5,30.58,180.92,180.83,90.52,102.19,126.38,34.75,12.29,36.63
1/10/2020 21:30,77.25,117.715,105.44,26.462,58.4994,5.58,73.51,12.3952,11.85,14.85,86.4527,196.35,169.33,77.67,253.87,214.46,37.71,30.7789,181.91,182.56,90.96,102.275,126.32,34.92,12.47,36.73
1/10/2020 22:00,77.15,117.71,105.17,26.4227,58.255,5.5,73.2991,12.2894,11.84,14.74,86.455,195.83,169.35,77.27,253.89,214.275,38.12,30.98,182.78,180.865,91.13,102.1,126.47,35.16,12.5679,37.1114
1/10/2020 22:30,77.21,117.87,105.28,26.59,58.459,5.52,73.2991,12.19,11.9,14.76,86.455,195.85,169.45,77.53,254.54,214.28,37.99,30.86,183.11,181.43,90.78,102.13,126.36,34.88,12.441,36.945
1/10/2020 23:00,77.32,117.92,105.27,26.6,58.4762,5.53,73.2991,12.205,11.9017,14.74,86.46,196.01,169.36,77.59,256.675,214.33,38.07,30.9,184.07,181.78,90.73,102.23,126.59,34.9264,12.515,36.81
1/10/2020 23:30,77.27,117.77,105.39,26.56,58.54,5.5261,73.2991,12.225,11.9329,14.71,86.47,196.18,169.84,77.61,256.57,214.1,37.89,30.96,184.15,182.48,90.55,102.26,126.68,34.97,12.4946,37.04
2/10/2020 0:00,77.29,117.63,105.44,26.64,58.54,5.5365,73.2991,12.25,11.96,14.68,86.4623,196.3,170.75,77.595,256.82,214.1,37.64,30.815,184.495,182.08,90.745,102.42,127.06,34.9,12.49,36.86
2/10/2020 0:30,77.18,117.73,105.35,26.6699,58.718,5.5247,73.2991,12.2995,11.969,14.6917,86.46,196.28,170.395,77.55,257.15,213.84,37.76,30.86,184.73,181.57,90.595,102.44,126.95,34.98,12.5145,36.87
2/10/2020 1:00,76.9,117.71,105.28,26.591,58.639,5.545,73.2991,12.2811,11.9998,14.69,86.46,194.6,169.005,77.02,256.23,212.4,37.805,30.925,183.48,180.24,90.18,102.05,126.13,35.1028,12.5864,36.91
2/10/2020 1:30,76.6,117.75,105.08,26.43,58.4801,5.5495,73.2991,12.28,11.995,14.66,86.46,193.49,168.245,76.64,256.14,211.37,37.7,30.85,182.83,179.645,89.62,101.54,125.63,34.98,12.5399,36.77
